"fighter","date","current_lose_streak","current_win_streak","draw","avg_BODY_att","avg_BODY_landed","avg_CLINCH_att","avg_CLINCH_landed","avg_DISTANCE_att","avg_DISTANCE_landed","avg_GROUND_att","avg_GROUND_landed","avg_HEAD_att","avg_HEAD_landed","avg_KD","avg_LEG_att","avg_LEG_landed","avg_PASS","avg_REV","avg_SIG_STR_att","avg_SIG_STR_landed","avg_SIG_STR_pct","avg_SUB_ATT","avg_TD_att","avg_TD_landed","avg_TD_pct","avg_TOTAL_STR_att","avg_TOTAL_STR_landed","longest_win_streak","losses","avg_opp_BODY_att","avg_opp_BODY_landed","avg_opp_CLINCH_att","avg_opp_CLINCH_landed","avg_opp_DISTANCE_att","avg_opp_DISTANCE_landed","avg_opp_GROUND_att","avg_opp_GROUND_landed","avg_opp_HEAD_att","avg_opp_HEAD_landed","avg_opp_KD","avg_opp_LEG_att","avg_opp_LEG_landed","avg_opp_PASS","avg_opp_REV","avg_opp_SIG_STR_att","avg_opp_SIG_STR_landed","avg_opp_SIG_STR_pct","avg_opp_SUB_ATT","avg_opp_TD_att","avg_opp_TD_landed","avg_opp_TD_pct","avg_opp_TOTAL_STR_att","avg_opp_TOTAL_STR_landed","total_rounds_fought","total_time_fought.seconds.","total_title_bouts","win_by_Decision_Majority","win_by_Decision_Split","win_by_Decision_Unanimous","win_by_KO.TKO","win_by_Submission","win_by_TKO_Doctor_Stoppage","wins","Stance","Height_cms","Reach_cms","Weight_lbs","age","distance_att","close_att","ground_att","distance_def","close_def","ground_def","total_normal_att","head_att_pct","head_att_acc","body_att_pct","body_att_acc","leg_att_pct","leg_att_acc","url"
"Nick Pace","2011-11-19",1,0,0,6.5,3.5,3,1,75.5,22.5,1.5,1,64.5,14.5,0,9,6.5,3,0,80,24.5,0.33,1,6.5,4.5,0.635,105,45.5,1,1,16,9,4.5,2.5,107,34,4.5,2,82,18.5,0,18,11,0,0.5,116,38.5,0.32,0,1.5,0.5,0.25,141,62,6,886.5,0,0,0,0,0,1,0,1,"Orthodox",170.18,172.72,135,24,0.298013245033113,0.333333333333333,0.666666666666667,0.682242990654206,0.444444444444444,0.555555555555556,80,0.80625,0.224806201550388,0.08125,0.538461538461538,0.1125,0.722222222222222,"/fighter/Nick-Pace-40956"
"Nick Penner","2012-12-14",1,0,0,1,1,1,1,19,3,2,1,21,4,0,0,0,1,1,22,5,0.22,0,0,0,0,26,9,0,1,0,0,3,2,9,2,33,21,44,24,0,1,1,2,0,45,25,0.55,0,4,2,0.5,57,35,1,299,0,0,0,0,0,0,0,0,"Southpaw",193.04,195.58,205,32,0.157894736842105,1,0.5,0.777777777777778,0.333333333333333,0.363636363636364,22,0.954545454545455,0.19047619047619,0.0454545454545455,1,0,0,"/fighter/Nick-Penner-23736"
"Nick Ring","2013-12-06",1,0,0,15.2,10.2,5.8,4.2,120.6,46.2,7,6,91.8,26.2,0,26.4,20,1.8,0,133.4,56.4,0.426,0.2,3.2,1,0.2,157.4,75.4,2,2,13,8.6,10.8,7.8,138.8,45.2,3.2,2.2,128.6,38,0.2,11.2,8.6,1.4,0,152.8,55.2,0.404,0.4,3.8,2,0.264,182,80.2,15,882.6,0,0,0,2,0,1,0,3,"Southpaw",182.88,187.96,185,34,0.383084577114428,0.724137931034483,0.857142857142857,0.674351585014409,0.277777777777778,0.3125,133.4,0.68815592203898,0.285403050108932,0.113943028485757,0.671052631578947,0.197901049475262,0.757575757575758,"/fighter/Nick-Ring-6748"
"Nick Thompson","2006-04-15",0,1,0,15,14,15,6,55,13,37,29,89,31,0,3,3,7,3,107,48,0.44,3,1,1,1,170,108,1,0,4,4,8,3,27,7,5,4,35,9,0,1,1,3,1,40,14,0.35,0,5,3,0.6,49,23,3,900,0,0,0,1,0,0,0,1,"Orthodox",185.42,187.96,170,24,0.236363636363636,0.4,0.783783783783784,0.740740740740741,0.625,0.2,107,0.831775700934579,0.348314606741573,0.14018691588785,0.933333333333333,0.0280373831775701,1,"/fighter/Nick-Thompson-7124"
"Nico Musoke","2017-05-28",1,0,0,15.2,10.8,9.4,6.6,107.6,36.6,3.2,2.4,99.6,29.6,0,5.4,5.2,0.6,0,120.2,45.6,0.398,0.2,5.2,1,0.346,136.4,60.4,2,2,12.8,7.4,7,4.4,101.8,40,6.8,4,98,37,0.2,4.8,4,0.4,0.2,115.6,48.4,0.46,0,2.6,0.4,0.3,133.2,64.8,13,757.4,0,0,0,2,0,1,0,3,"Orthodox",182.88,190.5,170,31,0.340148698884758,0.702127659574468,0.75,0.607072691552063,0.371428571428571,0.411764705882353,120.2,0.828618968386023,0.29718875502008,0.126455906821963,0.710526315789474,0.0449251247920133,0.962962962962963,NA
"Nicolas Dalby","2016-09-03",2,0,0,20.66666667,10,26,16.66666667,115.6666667,36,11.33333333,8,114,37,0,18.33333333,13.66666667,1,0,153,60.66666667,0.386666667,0,5,2.666666667,0.366666667,170,76.66666667,1,2,18,12.33333333,10.33333333,7.666666667,108.3333333,42,7,4.333333333,100,34.33333333,0.666666667,7.666666667,7.333333333,1,0.333333333,125.6666667,54,0.443333333,0.333333333,2.666666667,0.333333333,0.11,135.3333333,62.33333333,9,900,0,0,1,0,0,0,0,1,"Orthodox",180.34,187.96,170,31,0.311239192993879,0.641025641153846,0.705882353148789,0.612307692188402,0.25806451585744,0.380952381,153,0.745098039215686,0.324561403508772,0.135076252745098,0.483870967663892,0.119825708039216,0.745454545771901,"/fighter/Nicolas-Dalby-63608"
"Nik Lentz","2019-05-18",0,2,0,13.18181818,10.59090909,13.22727273,8.863636364,62.04545455,25.54545455,11.95454545,9.5,66.13636364,26.86363636,0.090909091,7.909090909,6.454545455,2.454545455,0.045454545,87.22727273,43.90909091,0.525909091,1.090909091,8.727272727,3,0.315,126.5454545,80.40909091,4,8,8.136363636,6.136363636,11,7.636363636,57.13636364,24.63636364,8.590909091,5.863636364,63.72727273,27.77272727,0.181818182,4.863636364,4.227272727,1.318181818,0.181818182,76.72727273,38.13636364,0.52,0.636363636,3.590909091,2,0.366818182,101.1363636,59.86363636,59,754.9090909,0,0,2,7,3,2,0,14,"Orthodox",172.72,172.72,155,34,0.411721611764709,0.670103092672831,0.794676806385809,0.568814637990847,0.305785124,0.317460317425212,87.227272729,0.758207399714011,0.406185566932993,0.151120375171578,0.803448275903924,0.0906722251144109,0.81609195408984,"/fighter/Nik-Lentz-15058"
"Nikita Krylov","2019-04-13",2,0,0,9.4,6,14.2,11.3,25.7,11.1,6.1,4.7,31.7,17.4,0.3,4.9,3.7,0.6,0.3,46,27.1,0.56,0.6,0.7,0.2,0.15,68,47,5,4,2.3,1.7,6,3.8,13,6,4.2,2.9,20.2,10.3,0.1,0.7,0.7,1.2,0.1,23.2,12.7,0.549,0.7,2,1.2,0.544,37.5,25.6,15,290.8,0,0,0,0,3,3,0,6,"Orthodox",190.5,195.58,205,27,0.431906614785992,0.795774647887324,0.770491803278689,0.538461538461538,0.366666666666667,0.30952380952381,46,0.689130434782609,0.548895899053628,0.204347826086957,0.638297872340425,0.106521739130435,0.755102040816326,"/fighter/Nikita-Krylov-110937"
"Niklas Backstrom","2015-06-20",1,0,0,1.5,0.5,2,1.5,8,3.5,2,1,8.5,3.5,0,2,2,0,0,12,6,0.495,1,0,0,0,12.5,6.5,1,1,2,1.5,1.5,1.5,8,2.5,3.5,2.5,10,4,0.5,1,1,1,0,13,6.5,0.515,0,4,1,0.14,16,9,2,167,0,0,0,0,0,1,0,1,"Orthodox",185.42,187.96,145,25,0.4375,0.75,0.5,0.6875,0,0.285714285714286,12,0.708333333333333,0.411764705882353,0.125,0.333333333333333,0.166666666666667,1,"/fighter/Niklas-Backstrom-54620"
"Niko Price","2019-03-09",1,0,0,5.571428571,2.571428571,4.428571429,1.857142857,41,10,4.142857143,3,39.57142857,9.428571429,0.285714286,4.428571429,2.857142857,0.857142857,0.285714286,49.57142857,14.85714286,0.362857143,0.714285714,2,0.571428571,0.164285714,60.71428571,22.28571429,2,3,4.714285714,3.285714286,3,1.857142857,45.85714286,19.57142857,6.285714286,2.571428571,44.71428571,16,0.428571429,5.714285714,4.714285714,0.142857143,0,55.14285714,24,0.484285714,0.428571429,1.142857143,0.285714286,0.094285714,60.28571429,28.14285714,11,356.4285714,0,0,0,0,2,2,0,4,"Orthodox",182.88,193.04,170,29,0.24390243902439,0.419354838636837,0.724137931009513,0.573208722799177,0.380952381,0.590909090995868,49.57142857,0.798270893365944,0.238267148033872,0.112391930830328,0.461538461497041,0.0893371758037273,0.645161290227888,NA
"Nina Ansaroff","2019-06-08",0,4,0,19.5,12.33333333,11.83333333,7.166666667,142.3333333,63.83333333,6,4.166666667,117.8333333,42.66666667,0,22.83333333,20.16666667,1.333333333,0.166666667,160.1666667,75.16666667,0.47,0.666666667,0.833333333,0.333333333,0.25,183.5,95.66666667,4,2,12,7.333333333,9.666666667,7,95.16666667,38.33333333,5.166666667,3.5,86.66666667,33.16666667,0,11.33333333,8.333333333,1.5,0.166666667,110,48.83333333,0.426666667,0,6,1.166666667,0.14,131.5,68.66666667,18,886.5,0,0,0,3,0,1,0,4,"Orthodox",165.1,162.56,115,33,0.448477751838051,0.605633803015671,0.6944444445,0.597197898472953,0.275862068990487,0.322580645204995,160.16666663,0.735691987473312,0.362093352323082,0.121748179008101,0.632478632307692,0.142559833518588,0.883211679107038,"/fighter/Nina-Ansaroff-69632"
"Ning Guangyou","2016-11-26",1,0,0,11.66666667,7,4,3,72.66666667,27,4.666666667,3.333333333,58.33333333,18,0,11.33333333,8.333333333,1,0,81.33333333,33.33333333,0.403333333,0.333333333,2.333333333,1.333333333,0.553333333,114.6666667,61.66666667,2,1,9.666666667,6,5.666666667,3.666666667,60.33333333,19,0.666666667,0.333333333,42.33333333,6.666666667,0,14.66666667,10.33333333,0.333333333,0,66.66666667,23,0.383333333,0,1.666666667,0.666666667,0.416666667,77.66666667,32.33333333,8,799.6666667,1,0,0,1,1,0,0,2,"Southpaw",162.56,162.56,145,34,0.371559633010479,0.75,0.714285714163265,0.685082872910778,0.352941176449827,0.50000000075,81.33333333,0.717213114742509,0.308571428589061,0.143442622997682,0.599999999828571,0.139344262259809,0.73529411783391,NA
"Noad Lahat","2016-02-06",0,2,0,7.666666667,4.333333333,13.33333333,9.666666667,47.66666667,16,10,7.333333333,56,23,0,7.333333333,5.666666667,2,1,71,33,0.466666667,1,7.333333333,1.666666667,0.186666667,104.6666667,64.33333333,2,1,5.666666667,2.666666667,4.333333333,2,41.66666667,14.33333333,2.666666667,0.666666667,40,11.66666667,0.333333333,3,2.666666667,2,0.666666667,48.66666667,17,0.313333333,0.333333333,1.666666667,1.333333333,0.266666667,62.66666667,28,7,653,0,1,0,1,0,0,0,2,"Orthodox",175.26,175.26,145,31,0.335664335640863,0.72500000020625,0.7333333333,0.65600000010752,0.538461538426035,0.74999999990625,71,0.788732394366197,0.410714285714286,0.107981220661972,0.565217391236295,0.103286384971831,0.772727272807851,NA
"Nolan Ticman","2015-05-16",1,0,0,11,9,2,1,47,22,4,2,39,13,0,3,3,0,0,53,25,0.47,0,0,0,0,59,31,0,1,16,9,49,39,71,24,9,4,83,31,0,30,27,2,0,129,67,0.51,0,9,5,0.55,153,83,3,900,0,0,0,0,0,0,0,0,"Orthodox",167.64,175.26,125,26,0.468085106382979,0.5,0.5,0.661971830985915,0.204081632653061,0.555555555555556,53,0.735849056603774,0.333333333333333,0.207547169811321,0.818181818181818,0.0566037735849057,1,"/fighter/Nolan-Ticman-72084"
"Nordine Taleb","2019-05-04",2,0,0,11.8,7.9,4.2,3.3,52.8,26,8.9,6.4,43.2,18.5,0.2,10.9,9.3,1.1,0.1,65.9,35.7,0.582,0,2.1,1.6,0.5,84.2,53.1,3,4,7.8,4.7,4.6,2.9,70.3,20.7,5.4,2.7,65.1,16.8,0.2,7.4,4.8,1,0,80.3,26.3,0.316,0.3,2.1,0.6,0.144,92.2,36.7,23,626.5,0,0,1,3,2,0,0,6,"Orthodox",185.42,187.96,170,37,0.492424242424242,0.785714285714286,0.719101123595506,0.705547652916074,0.369565217391304,0.5,65.9,0.655538694992413,0.428240740740741,0.179059180576631,0.669491525423729,0.165402124430956,0.853211009174312,"/fighter/Nordine-Taleb-26261"
"Norifumi Yamamoto","2015-02-28",3,0,0,5.333333333,3.666666667,5.666666667,3,40.33333333,13.66666667,1.333333333,0.666666667,41,12.66666667,0,1,1,0,0.333333333,47.33333333,17.33333333,0.396666667,0,2.666666667,0.666666667,0.25,51.66666667,21.66666667,0,3,9,7.333333333,9.333333333,7.333333333,37.33333333,11.66666667,3.333333333,3.333333333,35.33333333,11,0.333333333,5.666666667,4,2.333333333,0.333333333,50,22.33333333,0.553333333,1,6.333333333,4,0.44,94,62,7,689.6666667,0,0,0,0,0,0,0,0,"Southpaw",162.56,167.64,135,37,0.33884297531726,0.52941176467474,0.500000000375,0.687499999882813,0.214285714293367,0,47.333333333,0.866197183104692,0.308943089512195,0.112676056331779,0.687500000105469,0.0211267605635291,1,"/fighter/Norifumi-Yamamoto-1354"
"Norman Parke","2016-02-27",0,1,0,14.25,8.625,10.625,6.625,112.875,36.375,7.375,4.125,107.75,33.375,0,8.875,5.125,1.875,0.125,130.875,47.125,0.36,0,7.625,2,0.4125,144.125,58.875,3,3,12.875,8,8.375,4.875,112,36.75,0.625,0.5,94.375,22.625,0,13.75,11.5,0.125,0,121,42.125,0.32875,0,4.5,0.5,0.07625,131.375,51,23,852.625,1,0,0,4,1,0,0,5,"Orthodox",180.34,177.8,155,29,0.322259136212625,0.623529411764706,0.559322033898305,0.671875,0.417910447761194,0.2,130.875,0.823304680038204,0.309744779582367,0.108882521489971,0.605263157894737,0.0678127984718243,0.577464788732394,"/fighter/Norman-Parke-47549"
"Oleg Taktarov","1995-12-16",1,0,0,0.166666667,0,1.166666667,0.333333333,4.5,1,0,0,4.833333333,1.166666667,0,0.666666667,0.166666667,0.5,0.333333333,5.666666667,1.333333333,0.096666667,1.166666667,1.166666667,0,0,32.33333333,27.16666667,3,2,0.833333333,0.5,4,1.833333333,9.666666667,2.666666667,9.5,5.833333333,22.16666667,9.666666667,0,0.166666667,0.166666667,0.5,0,23.16666667,10.33333333,0.356666667,0.333333333,1.166666667,0.833333333,0.61,63.66666667,44.83333333,7,585.8333333,1,0,0,0,0,4,0,4,"Orthodox",182.88,187.317710247572,210,28,0.222222222222222,0.285714285346939,0,0.724137931009512,0.54166666675,0.38596491231579,5.666666667,0.852941176361592,0.24137931043044,0.0294117647629758,0,0.117647058875433,0.250000000375,"/fighter/Oleg-Taktarov-47"
"Oli Thompson","2012-08-04",1,0,0,6,6,2,1,60,28,0,0,48,15,0,8,8,0,0,62,29,0.46,1,1,0,0,66,32,0,1,8,7,6,6,102,56,5,2,105,57,0,0,0,0,0,113,64,0.56,0,0,0,0,117,68,2,533,0,0,0,0,0,0,0,0,"Orthodox",185.42,190.5,242,32,0.466666666666667,0.5,0,0.450980392156863,0,0.6,62,0.774193548387097,0.3125,0.0967741935483871,1,0.129032258064516,1,"/fighter/Oli-Thompson-54543"
"Oliver Enkamp","2018-03-17",1,0,0,24,14,17,12,84,22,0,0,68,15,0,9,5,0,0,101,34,0.33,0,5,1,0.2,114,44,0,1,11,9,8,6,67,39,13,12,63,38,0,14,10,3,1,88,57,0.64,0,2,2,1,103,71,3,900,0,0,0,0,0,0,0,0,"Switch",182.88,195.58,170,26,0.261904761904762,0.705882352941177,0,0.417910447761194,0.25,0.0769230769230769,101,0.673267326732673,0.220588235294118,0.237623762376238,0.583333333333333,0.0891089108910891,0.555555555555556,NA
"Olivier Aubin-Mercier","2018-12-08",1,0,0,8.7,6.5,6.4,5.3,44.7,20.8,5,3.9,43.5,19.9,0.2,3.9,3.6,2.5,0.1,56.1,30,0.543,0.5,6.5,2.3,0.289,79.6,50.4,4,3,11.3,7.1,7.2,4.3,58.5,20.4,7.8,6.4,55.9,18.9,0.1,6.3,5.1,1,0.4,73.5,31.1,0.426,0.2,1.6,0.5,0.14,105.5,59.4,26,697.5,1,0,1,1,1,4,0,7,"Southpaw",175.26,177.8,155,29,0.465324384787472,0.828125,0.78,0.651282051282051,0.402777777777778,0.179487179487179,56.1,0.775401069518717,0.457471264367816,0.155080213903743,0.747126436781609,0.0695187165775401,0.923076923076923,"/fighter/Olivier-Aubin-Mercier-86241"
"Oluwale Bamgbose","2017-12-16",2,0,0,7.75,5.25,4,3.5,26.5,10.25,5.75,3.25,24,8,0.5,4.5,3.75,0.25,0,36.25,17,0.475,0,1.25,0.5,0.1,56.25,34.25,1,3,6.5,4.75,6,3.75,16.25,5.75,16.75,10.5,30.5,14,0,2,1.25,0,0,39,20,0.395,0,1.75,1,0.4,53.5,33,7,369.5,0,0,0,0,1,0,0,1,"Switch",180.34,198.12,185,30,0.386792452830189,0.875,0.565217391304348,0.646153846153846,0.375,0.373134328358209,36.25,0.662068965517241,0.333333333333333,0.213793103448276,0.67741935483871,0.124137931034483,0.833333333333333,"/fighter/Oluwale-Bamgbose-103153"
"Omari Akhmedov","2019-03-09",1,0,0,8.666666667,5.333333333,5.777777778,3.444444444,83.88888889,23.77777778,8.444444444,5.666666667,82.77777778,23.44444444,0.222222222,6.666666667,4.111111111,0.777777778,0,98.11111111,32.88888889,0.371111111,0.222222222,4.111111111,2.111111111,0.397777778,117.8888889,49.44444444,2,4,6.777777778,4.444444444,9.888888889,7,61.33333333,21.66666667,4.222222222,3.222222222,63.66666667,23.88888889,0.222222222,5,3.555555556,1,0.222222222,75.44444444,31.88888889,0.43,0.777777778,1.666666667,0.777777778,0.314444444,87,42,21,656.4444444,0,0,1,2,2,0,0,5,"Orthodox",182.88,185.42,185,31,0.283443708632007,0.596153846053994,0.67105263165374,0.646739130361236,0.292134831468628,0.236842105275623,98.111111114,0.84371460928433,0.283221476448773,0.0883352208388486,0.615384615322485,0.0679501698768214,0.616666666619167,"/fighter/Omari-Akhmedov-83462"
"Orlando Wiet","1994-03-11",0,1,0,1,1,0,0,3,1,9,7,11,7,0,0,0,0,0,12,8,0.66,0,0,0,0,15,11,1,0,1,0,0,0,6,2,0,0,2,1,0,3,1,0,0,6,2,0.33,1,1,1,1,6,2,1,170,0,0,0,0,1,0,0,1,"Southpaw",177.8,182.114440518473,170,29.6899842938263,0.333333333333333,0,0.777777777777778,0.666666666666667,0,0,12,0.916666666666667,0.636363636363636,0.0833333333333333,1,0,0,"/fighter/Orlando-Wiet-31"
"Oskar Piechota","2018-07-06",0,2,0,7,5,6.5,6,39,20,12,10.5,45,26.5,1,5.5,5,1.5,0,57.5,36.5,0.685,1.5,1.5,0.5,0.165,71.5,48.5,2,0,1.5,1,0,0,39,12.5,0,0,31,6.5,0,6.5,5,0,0,39,12.5,0.36,0,0,0,0,39,12.5,4,507,0,0,0,1,1,0,0,2,"Southpaw",182.88,193.04,185,28,0.512820512820513,0.923076923076923,0.875,0.67948717948718,0,0,57.5,0.782608695652174,0.588888888888889,0.121739130434783,0.714285714285714,0.0956521739130435,0.909090909090909,NA
"Ovince Saint Preux","2019-04-13",1,0,0,8,5,4.5,2.777777778,47.11111111,18.27777778,4.888888889,3.5,44.94444444,16.88888889,0.166666667,3.555555556,2.666666667,0.777777778,0.055555556,56.5,24.55555556,0.461111111,0.277777778,1.888888889,0.555555556,0.237222222,63.72222222,31.16666667,4,7,9.111111111,6.277777778,7.444444444,5.555555556,40.55555556,20.5,5.777777778,4.555555556,32.5,15.33333333,0.222222222,12.16666667,9,1.111111111,0,53.77777778,30.61111111,0.528888889,0.333333333,3.777777778,1.222222222,0.127777778,68.94444444,43.66666667,41,565.7222222,1,1,0,1,5,4,0,11,"Southpaw",190.5,203.2,205,36,0.387971698169528,0.617283950666667,0.71590909089282,0.494520548000601,0.253731343179327,0.211538461491864,56.499999996,0.79547689279968,0.375772558776343,0.141592920364007,0.625,0.0629301868363136,0.75,NA
"Pablo Garza","2013-04-06",0,1,0,11.4,8.2,6.6,3.4,41,14.6,21.4,12.6,50,16.8,0.2,7.6,5.6,0.2,0.2,69,30.6,0.448,0.6,2,0.4,0.08,94.8,53.2,2,2,6.2,4.2,2.6,2,27.4,11.8,17.2,9.8,34.4,14.2,0.2,6.6,5.2,2.8,0,47.2,23.6,0.58,0.4,2.2,2,0.576,75.2,48,10,502.8,0,0,0,1,1,1,0,3,"Orthodox",185.42,185.42,145,29,0.35609756097561,0.515151515151515,0.588785046728972,0.569343065693431,0.230769230769231,0.430232558139535,69,0.72463768115942,0.336,0.165217391304348,0.719298245614035,0.110144927536232,0.736842105263158,"/fighter/Pablo-Garza-35448"
"Paddy Holohan","2015-10-24",0,2,0,9.5,4.5,1,0.5,45,18,9.75,8,39,16.5,0.25,7.25,5.5,4.25,0.25,55.75,26.5,0.46,1.25,3.5,1.75,0.395,96.75,62.25,2,1,8.5,7,4.25,4,33,12,15.5,9.5,40.25,15.5,0,4,3,1.75,0.25,52.75,25.5,0.4275,0.75,1.25,0.5,0.1,71.5,42.25,10,721.5,0,0,0,2,0,1,0,3,"Orthodox",177.8,175.26,125,27,0.4,0.5,0.82051282051282,0.636363636363636,0.0588235294117647,0.387096774193548,55.75,0.699551569506726,0.423076923076923,0.170403587443946,0.473684210526316,0.130044843049327,0.758620689655172,NA
"Paige VanZant","2019-01-19",2,0,0,18.85714286,11.14285714,23.14285714,14.85714286,40.85714286,14.42857143,17.85714286,12.85714286,55.71428571,26.14285714,0.142857143,7.285714286,4.857142857,1.285714286,0.571428571,81.85714286,42.14285714,0.47,0.571428571,3.285714286,1.142857143,0.188571429,152.8571429,102.2857143,3,3,12.85714286,9.142857143,16.42857143,10.85714286,32.57142857,15.42857143,9.428571429,6.714285714,42.57142857,21.28571429,0,3,2.571428571,3.428571429,0.285714286,58.42857143,33,0.575714286,1.285714286,3.857142857,2.285714286,0.494285714,86,56.71428571,20,728.2857143,0,0,0,1,2,1,0,4,"Orthodox",162.56,165.1,115,24,0.353146853157123,0.641975308844688,0.7200000000448,0.526315789409049,0.339130434666163,0.28787878794146,81.857142856,0.680628272208456,0.469230769215582,0.230366492184717,0.590909090668044,0.0890052356068273,0.666666666620915,"/fighter/Paige-VanZant-99019"
"Papy Abedi","2013-08-28",0,1,0,15.33333333,13.66666667,14.33333333,11.33333333,21.66666667,8.333333333,9.333333333,6.333333333,25.33333333,10,0,4.666666667,2.333333333,1,0,45.33333333,26,0.543333333,0,3,1.666666667,0.33,54.66666667,34.33333333,1,2,9.666666667,8.666666667,24,15.33333333,25.66666667,9.666666667,6,4.666666667,42,18.33333333,0.333333333,4,2.666666667,1.333333333,0,55.66666667,29.66666667,0.523333333,0.666666667,1,0.666666667,0.22,95.33333333,66.66666667,5,461.6666667,0,0,1,0,0,0,0,1,"Southpaw",180.34,187.96,185,35,0.384615384540828,0.79069767436993,0.678571428559949,0.623376623412549,0.36111111125,0.222222222166667,45.333333327,0.558823529416306,0.394736842157202,0.338235294091371,0.89130434823724,0.102941176492323,0.499999999892857,"/fighter/Papy-Abedi-20812"
"Pascal Krauss","2013-08-31",0,1,0,20,15,28.33333333,20,126,51.66666667,13,10.33333333,132.6666667,53,0,14.66666667,14,2.333333333,0,167.3333333,82,0.456666667,1,3,1.666666667,0.526666667,249,158.3333333,1,1,15.66666667,9.333333333,12.66666667,7.333333333,107,41.33333333,10.33333333,6,105,36.33333333,0.333333333,9.333333333,9,0.666666667,0.333333333,130,54.66666667,0.41,0.666666667,6.333333333,2.333333333,0.426666667,172.3333333,90.66666667,9,900,0,0,0,2,0,0,0,2,"Orthodox",185.42,182.88,170,26,0.410052910079365,0.705882353024222,0.794871794615385,0.613707165140187,0.421052631757618,0.419354838522373,167.33333337,0.79282868528444,0.39949748733681,0.119521912324408,0.75,0.0876494023911525,0.954545454328512,"/fighter/Pascal-Krauss-43439"
"Pat Audinwood","2010-12-11",1,0,0,2,2,0,0,8,3,0,0,6,1,0,0,0,0,0,8,3,0.37,0,0,0,0,13,6,0,1,2,2,0,0,3,1,8,6,9,5,0,0,0,1,0,11,7,0.63,1,2,2,1,63,50,1,227,0,0,0,0,0,0,0,0,"Orthodox",182.88,187.317710247572,155,24,0.375,0,0,0.666666666666667,0,0.25,8,0.75,0.166666666666667,0.25,1,0,0,"/fighter/Pat-Audinwood-25476"
"Pat Barry","2013-12-06",1,0,0,1.454545455,1,0.909090909,0.636363636,29.72727273,15,1.909090909,1.363636364,22.45454545,8.727272727,0.727272727,8.636363636,7.272727273,0.454545455,0,32.54545455,17,0.564545455,0.090909091,0.181818182,0,0,35.09090909,19.27272727,1,6,5.636363636,3.909090909,11.90909091,8.090909091,40.81818182,12.09090909,1.090909091,1,40.81818182,11.63636364,0.363636364,7.363636364,5.636363636,0.636363636,0,53.81818182,21.18181818,0.366363636,0.636363636,1.818181818,0.363636364,0.173636364,69.36363636,35.45454545,18,365.4545455,0,0,0,1,4,0,0,5,"Orthodox",180.34,187.96,235,34,0.50458715591701,0.69999999967,0.714285714510204,0.703786191572214,0.320610687067129,0.0833333334097223,32.545454541,0.689944134032981,0.388663967677867,0.0446927374502512,0.687499999785156,0.265363128516768,0.842105263224931,"/fighter/Pat-Barry-33342"
"Pat Healy","2014-07-16",5,0,0,19.8,10.6,12,8.2,100,26.8,9,5.2,96.8,25.6,0,4.4,4,0.8,0,121,40.2,0.38,0.4,6.6,1.8,0.214,169.2,82.4,0,5,9,6.8,10.2,7.4,72.2,35.6,6.2,5.2,73.8,36.2,0,5.8,5.2,1.4,0.2,88.6,48.2,0.528,0.2,3.8,2,0.59,114.4,72.8,13,739.8,0,0,0,0,0,0,0,0,"Orthodox",182.88,187.96,155,30,0.268,0.683333333333333,0.577777777777778,0.506925207756233,0.274509803921569,0.161290322580645,121,0.8,0.264462809917355,0.163636363636364,0.535353535353535,0.0363636363636364,0.909090909090909,"/fighter/Pat-Healy-6246"
"Pat Miletich","2002-03-22",0,1,0,5.444444444,4.222222222,6.888888889,5.111111111,25.66666667,8.333333333,3.666666667,2.777777778,25.66666667,8.111111111,0.111111111,5.111111111,3.888888889,1.111111111,0.111111111,36.22222222,16.22222222,0.484444444,0.555555556,2,1.111111111,0.456666667,78.88888889,58.11111111,7,1,5.333333333,4.555555556,7,5.222222222,22,4.777777778,4,1.111111111,23,2.888888889,0,4.666666667,3.666666667,0.333333333,0.222222222,33,11.11111111,0.374444444,0.777777778,2.555555556,1.111111111,0.386666667,67,42.44444444,20,712.1111111,7,0,2,1,1,3,1,8,"Orthodox",177.8,182.114440518473,170,34,0.324675324620172,0.741935483842872,0.757575757567493,0.782828282818182,0.253968254,0.72222222225,36.222222225,0.7085889570929,0.316017315971946,0.150306748442461,0.775510204104123,0.141104294464639,0.760869565255671,"/fighter/Pat-Miletich-188"
"Pat Schilling","2012-06-01",1,0,0,0,0,0,0,7,4,0,0,6,3,0,1,1,0,0,7,4,0.57,0,0,0,0,7,4,0,1,1,1,0,0,12,8,12,11,21,16,0,2,2,2,0,24,19,0.79,1,1,1,1,44,38,1,97,0,0,0,0,0,0,0,0,"Orthodox",172.72,175.26,145,23,0.571428571428571,0,0,0.333333333333333,0,0.0833333333333334,7,0.857142857142857,0.5,0,0,0.142857142857143,1,"/fighter/Pat-Schilling-54054"
