"fighter","date","current_lose_streak","current_win_streak","draw","avg_BODY_att","avg_BODY_landed","avg_CLINCH_att","avg_CLINCH_landed","avg_DISTANCE_att","avg_DISTANCE_landed","avg_GROUND_att","avg_GROUND_landed","avg_HEAD_att","avg_HEAD_landed","avg_KD","avg_LEG_att","avg_LEG_landed","avg_PASS","avg_REV","avg_SIG_STR_att","avg_SIG_STR_landed","avg_SIG_STR_pct","avg_SUB_ATT","avg_TD_att","avg_TD_landed","avg_TD_pct","avg_TOTAL_STR_att","avg_TOTAL_STR_landed","longest_win_streak","losses","avg_opp_BODY_att","avg_opp_BODY_landed","avg_opp_CLINCH_att","avg_opp_CLINCH_landed","avg_opp_DISTANCE_att","avg_opp_DISTANCE_landed","avg_opp_GROUND_att","avg_opp_GROUND_landed","avg_opp_HEAD_att","avg_opp_HEAD_landed","avg_opp_KD","avg_opp_LEG_att","avg_opp_LEG_landed","avg_opp_PASS","avg_opp_REV","avg_opp_SIG_STR_att","avg_opp_SIG_STR_landed","avg_opp_SIG_STR_pct","avg_opp_SUB_ATT","avg_opp_TD_att","avg_opp_TD_landed","avg_opp_TD_pct","avg_opp_TOTAL_STR_att","avg_opp_TOTAL_STR_landed","total_rounds_fought","total_time_fought.seconds.","total_title_bouts","win_by_Decision_Majority","win_by_Decision_Split","win_by_Decision_Unanimous","win_by_KO.TKO","win_by_Submission","win_by_TKO_Doctor_Stoppage","wins","Stance","Height_cms","Reach_cms","Weight_lbs","age","DistanceAtt","CloseAtt","GroundAtt","DistanceDef","CloseDef","GroundDef","HeadAttactPct","HeadAttactAccuracy","BodyAttactPct","BodyAttactAccuracy","LegAttactPct","LegAttactAccuracy","distance_att","close_att","ground_att","distance_def","close_def","ground_def","total_normal_att","head_att_pct","head_att_acc","body_att_pct","body_att_acc","leg_att_pct","leg_att_acc","url"
"Tamdan McCrory",2018-07-28,0,1,0,5.4,4.2,10.2,5.4,14.2,6.8,9.8,6.2,25.8,11.8,0,3,2.4,3.2,0.2,34.2,18.4,0.542,1.8,2.6,1.4,0.394,41.4,24.8,1,2,5.8,3.8,2.6,1.6,14.6,7.6,8,4.2,14,5.4,0.2,5.4,4.2,1.8,0.2,25.2,13.4,0.414,1,0.6,0.4,0.3,41,27.6,9,455.4,0,0,0,1,1,1,0,3,"Switch",193.04,198.12,185,22,0.47887323943662,0.529411764705882,0.63265306122449,0.479452054794521,0.384615384615385,0.475,0.754385964912281,0.457364341085271,0.157894736842105,0.777777777777778,0.087719298245614,0.8,0.47887323943662,0.529411764705882,0.63265306122449,0.479452054794521,0.384615384615385,0.475,34.2,0.754385964912281,0.457364341085271,0.157894736842105,0.777777777777778,0.087719298245614,0.8,"/fighter/Tamdan-McCrory-16470"
"Tarec Saffiedine",2014-07-05,2,0,0,12.4,9.6,11.6,7.4,116,51.4,1.4,1.2,94.8,32.4,0.6,21.8,18,1.4,0,129,60,0.448,0.2,2.2,0.6,0.132,145.4,76.2,1,3,19.8,14.2,15,10.4,123.8,46.4,2.2,1.8,115.6,39.6,0.2,5.6,4.8,0,0,141,58.6,0.402,0.2,4.2,0.8,0.14,158.4,74.8,17,977.6,0,0,0,2,0,0,0,2,"Switch",177.8,177.8,170,30,0.443103448275862,0.637931034482759,0.857142857142857,0.625201938610662,0.306666666666667,0.181818181818182,0.734883720930233,0.341772151898734,0.0961240310077519,0.774193548387097,0.168992248062016,0.825688073394495,0.443103448275862,0.637931034482759,0.857142857142857,0.625201938610662,0.306666666666667,0.181818181818182,129,0.734883720930233,0.341772151898734,0.0961240310077519,0.774193548387097,0.168992248062016,0.825688073394495,"/fighter/Tarec-Saffiedine-21912"
"Tateki Matsuda",2011-11-19,1,0,0,8,4,3,1,105,37,3,3,74,19,0,29,18,1,1,111,41,0.36,0,1,0,0,142,70,0,1,5,4,11,7,77,15,35,23,117,40,0,1,1,5,1,123,45,0.36,1,4,3,0.75,144,66,3,900,0,0,0,0,0,0,0,0,"Orthodox",170.18,165.1,125,28,0.352380952380952,0.333333333333333,1,0.805194805194805,0.363636363636364,0.342857142857143,0.666666666666667,0.256756756756757,0.0720720720720721,0.5,0.261261261261261,0.620689655172414,0.352380952380952,0.333333333333333,1,0.805194805194805,0.363636363636364,0.342857142857143,111,0.666666666666667,0.256756756756757,0.0720720720720721,0.5,0.261261261261261,0.620689655172414,"/fighter/Tateki-Matsuda-45607"
"Tatiana Suarez",2019-05-11,0,2,0,8,7.5,2,1.5,16,6,44.5,36,47.5,30,0,7,6,6.5,0,62.5,43.5,0.75,0.5,4,3.5,0.9,120,91,2,0,2,1,1.5,1,9,4,3,2,11,5.5,0,0.5,0.5,0,0.5,13.5,7,0.405,1.5,0,0,0,55.5,36.5,4,561.5,1,0,0,1,0,1,0,2,"",165.1,167.64,115,27,0.375,0.75,0.808988764044944,0.555555555555556,0.333333333333333,0.333333333333333,0.76,0.631578947368421,0.128,0.9375,0.112,0.857142857142857,0.375,0.75,0.808988764044944,0.555555555555556,0.333333333333333,0.333333333333333,62.5,0.76,0.631578947368421,0.128,0.9375,0.112,0.857142857142857,NA
"Tatsuya Kawajiri",2019-03-09,0,1,0,3,2,2.666666667,2.333333333,29,11.66666667,10.33333333,10.33333333,37.66666667,21,0,1.333333333,1.333333333,2.666666667,0,42,24.33333333,0.603333333,0.666666667,10.33333333,2.666666667,0.243333333,67.33333333,48.33333333,1,1,5,4.666666667,8.333333333,8,34.66666667,13.33333333,8.333333333,8,35,14,0.333333333,11.33333333,10.66666667,0.333333333,0,51.33333333,29.33333333,0.593333333,0.333333333,3.333333333,1,0.1,93.33333333,68.33333333,8,716.6666667,0,0,0,1,0,1,0,2,"Orthodox",170.18,175.26,145,37,0.402298850689655,0.874999999765625,1,0.615384615517751,0.0399999999616001,0.0399999999616001,0.896825396840703,0.557522123844467,0.0714285714234694,0.666666666666667,0.0317460317358277,1,0.402298850689655,0.874999999765625,1,0.615384615517751,0.0399999999616001,0.0399999999616001,42.000000003,0.896825396840703,0.557522123844467,0.0714285714234694,0.666666666666667,0.0317460317358277,1,"/fighter/Tatsuya-Kawajiri-1326"
"Taylor Lapilus",2015-07-12,0,1,0,29,26,27,27,110,47,6,6,104,45,0,10,9,0,1,143,80,0.55,1,3,2,0.66,149,86,1,0,14,13,11,10,60,26,1,1,43,10,0,15,14,0,0,72,37,0.51,0,10,1,0.1,84,49,3,900,0,0,0,1,0,0,0,1,"Southpaw",167.64,185.42,135,23,0.427272727272727,1,1,0.566666666666667,0.0909090909090909,0,0.727272727272727,0.432692307692308,0.202797202797203,0.896551724137931,0.0699300699300699,0.9,0.427272727272727,1,1,0.566666666666667,0.0909090909090909,0,143,0.727272727272727,0.432692307692308,0.202797202797203,0.896551724137931,0.0699300699300699,0.9,"/fighter/Taylor-Lapilus-97337"
"Te Edwards",2005-10-07,1,0,0,1,1,0,0,13,5,2,0,14,4,0,0,0,0,0,15,5,0.33,0,1,1,1,16,6,0,1,7,6,3,3,22,12,6,6,23,14,2,1,1,0,0,31,21,0.67,1,0,0,0,53,42,2,314,0,0,0,0,0,0,0,0,"Orthodox",172.72,182.88,155,28,0.384615384615385,0,0,0.454545454545455,0,0,0.933333333333333,0.285714285714286,0.0666666666666667,1,0,0,0.384615384615385,0,0,0.454545454545455,0,0,15,0.933333333333333,0.285714285714286,0.0666666666666667,1,0,0,NA
"Tecia Torres",2018-01-27,0,3,0,25,15.33333333,14.33333333,9.666666667,117,55.33333333,5,3.333333333,103,46,0.333333333,8.333333333,7,2,0,136.3333333,68.33333333,0.483333333,0,5.666666667,1,0.386666667,178.6666667,103.3333333,3,0,18,9.666666667,9,6.333333333,96,23.66666667,1.333333333,1,78,12.66666667,0,10.33333333,8.666666667,0,0,106.3333333,31,0.303333333,0,1.333333333,0,0,131,52.33333333,9,900,0,0,0,3,0,0,0,3,"Orthodox",154.94,152.4,115,26,0.472934472905983,0.67441860483126,0.6666666666,0.7534722221875,0.296296296333333,0.2499999998125,0.755501222495735,0.446601941747573,0.183374083130033,0.6133333332,0.0611246943742326,0.8400000000336,0.472934472905983,0.67441860483126,0.6666666666,0.7534722221875,0.296296296333333,0.2499999998125,136.333333333,0.755501222495735,0.446601941747573,0.183374083130033,0.6133333332,0.0611246943742326,0.8400000000336,"/fighter/Tecia-Torres-85096"
"Tedd Williams",2006-08-26,0,1,0,6,4,14,8,5,1,0,0,13,5,1,0,0,0,0,19,9,0.47,0,0,0,0,23,13,1,0,3,3,22,14,5,0,0,0,24,11,0,0,0,0,0,27,14,0.51,0,1,0,0,36,21,1,203,0,0,0,0,1,0,0,1,"Orthodox",185.42,189.919345112121,275,30,0.2,0.571428571428571,0,1,0.363636363636364,0,0.684210526315789,0.384615384615385,0.315789473684211,0.666666666666667,0,0,0.2,0.571428571428571,0,1,0.363636363636364,0,19,0.684210526315789,0.384615384615385,0.315789473684211,0.666666666666667,0,0,"/fighter/Tedd-Williams-248"
"Teemu Packalen",2019-06-08,1,0,0,6,6,1,0,49,28,11,7,54,28,0,1,1,9,0,61,35,0.57,1,11,3,0.27,70,41,0,1,12,10,0,0,69,32,16,11,61,24,0,12,9,3,2,85,43,0.5,0,1,0,0,112,68,3,900,0,0,0,0,0,0,0,0,"Orthodox",185.42,182.88,155,28,0.571428571428571,0,0.636363636363636,0.536231884057971,0,0.3125,0.885245901639344,0.518518518518518,0.0983606557377049,1,0.0163934426229508,1,0.571428571428571,0,0.636363636363636,0.536231884057971,0,0.3125,61,0.885245901639344,0.518518518518518,0.0983606557377049,1,0.0163934426229508,1,"/fighter/Teemu-Packalen-92415"
"Terrion Ware",2017-03-04,1,0,0,16,12,13,5,135,53,4,2,127,41,0,9,7,0,0,152,60,0.39,0,1,0,0,177,78,0,1,18,14,19,9,91,49,50,36,135,74,0,7,6,6,0,160,94,0.58,0,12,8,0.66,194,124,3,900,0,0,0,0,0,0,0,0,"Orthodox",172.72,180.34,135,31,0.392592592592593,0.384615384615385,0.5,0.461538461538462,0.526315789473684,0.28,0.835526315789474,0.322834645669291,0.105263157894737,0.75,0.0592105263157895,0.777777777777778,0.392592592592593,0.384615384615385,0.5,0.461538461538462,0.526315789473684,0.28,152,0.835526315789474,0.322834645669291,0.105263157894737,0.75,0.0592105263157895,0.777777777777778,NA
"Terry Etim",2018-12-01,1,0,0,3.7,2.1,3.2,2.4,53.5,18.9,1,0.3,43.1,10.5,0.2,10.9,9,0.1,0.1,57.7,21.6,0.448,1,1,0.3,0.133,61.1,24.4,4,4,9.2,4.5,2.6,2.1,56,12.7,10.7,7.3,50.5,11.3,0.2,9.6,6.3,1.7,0,69.3,22.1,0.34,0.1,3,1.8,0.486,113.7,59.9,22,544.9,0,0,0,1,1,4,0,6,"Orthodox",185.42,185.42,155,27,0.353271028037383,0.75,0.3,0.773214285714286,0.192307692307692,0.317757009345794,0.746967071057192,0.243619489559165,0.0641247833622184,0.567567567567568,0.188908145580589,0.825688073394495,0.353271028037383,0.75,0.3,0.773214285714286,0.192307692307692,0.317757009345794,57.7,0.746967071057192,0.243619489559165,0.0641247833622184,0.567567567567568,0.188908145580589,0.825688073394495,"/fighter/Terry-Etim-13332"
"Terry Martin",2018-07-28,0,2,0,1.5,1.25,5,3.5,5.25,1,5.5,5,11.5,5.75,0.25,2.75,2.5,0.75,0,15.75,9.5,0.71,0,2.75,1,0.27,24.75,18.25,2,2,3,2.75,5,4.75,5.5,2.5,3.75,3.5,8,4.75,0.25,3.25,3.25,0.25,0,14.25,10.75,0.6725,0,0.5,0,0,24,20.25,6,226,0,0,0,0,2,0,0,2,"Orthodox",172.72,180.34,185,26,0.19047619047619,0.7,0.909090909090909,0.545454545454545,0.05,0.0666666666666667,0.73015873015873,0.5,0.0952380952380952,0.833333333333333,0.174603174603175,0.909090909090909,0.19047619047619,0.7,0.909090909090909,0.545454545454545,0.05,0.0666666666666667,15.75,0.73015873015873,0.5,0.0952380952380952,0.833333333333333,0.174603174603175,0.909090909090909,"/fighter/Terry-Martin-7202"
"Teruto Ishihara",2018-06-23,1,0,0,22,14,13,5,154,82,1,1,134,62,2,12,12,0,0,168,88,0.52,0,1,0,0,169,89,0,1,13,4,20,13,163,49,0,0,165,55,0,5,3,0,0,183,62,0.33,0,5,2,0.4,225,100,3,900,0,0,0,0,0,0,0,0,"Southpaw",170.18,175.26,135,24,0.532467532467532,0.384615384615385,1,0.699386503067485,0.35,0,0.797619047619048,0.462686567164179,0.130952380952381,0.636363636363636,0.0714285714285714,1,0.532467532467532,0.384615384615385,1,0.699386503067485,0.35,0,168,0.797619047619048,0.462686567164179,0.130952380952381,0.636363636363636,0.0714285714285714,1,"/fighter/Teruto-Ishihara-78898"
"Thales Leites",2018-11-30,1,0,0,3.684210526,2,4.894736842,2.631578947,52.31578947,17.47368421,8.736842105,6.052631579,56.10526316,18.73684211,0.210526316,6.157894737,5.421052632,3.210526316,0,65.94736842,26.15789474,0.405263158,0.894736842,6.473684211,1.684210526,0.270526316,81.36842105,39.94736842,5,7,6.263157895,4.315789474,6.421052632,4.526315789,67.94736842,27.78947368,6.894736842,5,65.15789474,24,0.157894737,9.842105263,9,0.473684211,0.105263158,81.26315789,37.31578947,0.426842105,0.157894737,0.526315789,0.315789474,0.063684211,93.68421053,48.52631579,51,747.5263158,1,0,1,4,2,5,0,12,"Orthodox",185.42,198.12,185,36,0.33400402415833,0.537634408538444,0.69277108436424,0.591014717329063,0.295081967333109,0.274809160294272,0.85075818037392,0.333958724274523,0.0558659217812713,0.542857142903673,0.0933758978448085,0.880341880387684,0.33400402415833,0.537634408538444,0.69277108436424,0.591014717329063,0.295081967333109,0.274809160294272,65.947368423,0.85075818037392,0.333958724274523,0.0558659217812713,0.542857142903673,0.0933758978448085,0.880341880387684,"/fighter/Thales-Leites-8593"
"Thiago Alves",2019-05-11,2,0,0,4.384615385,3.307692308,8.692307692,5.384615385,53.53846154,17.84615385,11.46153846,5.538461538,56.53846154,15.92307692,0.615384615,12.76923077,9.538461538,0.923076923,0.153846154,73.69230769,28.76923077,0.478461538,0.307692308,0.615384615,0.461538462,0.307692308,91.53846154,44.30769231,7,4,6.615384615,4.538461538,6.769230769,4,45.07692308,12.61538462,9.230769231,6.538461538,49.53846154,14.53846154,0.153846154,4.923076923,4.076923077,2.384615385,0.076923077,61.07692308,23.15384615,0.423846154,0.615384615,5.538461538,2.307692308,0.37,84.61538462,45,30,606.0769231,1,0,0,2,6,0,1,9,"Orthodox",175.26,177.8,170,27,0.333333333395594,0.619469026614848,0.483221476534661,0.720136518688045,0.409090909070765,0.291666666734375,0.767223382038776,0.281632652999139,0.0594989561617093,0.754385964916282,0.173277661799515,0.746987951726085,0.333333333395594,0.619469026614848,0.483221476534661,0.720136518688045,0.409090909070765,0.291666666734375,73.692307695,0.767223382038776,0.281632652999139,0.0594989561617093,0.754385964916282,0.173277661799515,0.746987951726085,"/fighter/Thiago-Alves-5998"
"Thiago Moises",2007-01-25,1,0,0,5,3,2,1,13,6,1,1,11,5,0,0,0,0,0,16,8,0.5,4,2,0,0,30,20,0,1,12,11,4,3,16,7,48,34,44,22,0,12,11,5,0,68,44,0.64,2,8,4,0.5,161,113,3,900,0,0,0,0,0,0,0,0,"Orthodox",175.26,177.8,155,24,0.461538461538462,0.5,1,0.5625,0.25,0.291666666666667,0.6875,0.454545454545455,0.3125,0.6,0,0,0.461538461538462,0.5,1,0.5625,0.25,0.291666666666667,16,0.6875,0.454545454545455,0.3125,0.6,0,0,NA
"Thiago Santos",2018-11-30,0,3,0,10.05882353,7.294117647,8.588235294,7.235294118,36.35294118,14.35294118,18.35294118,10.58823529,46.23529412,19.17647059,0.647058824,7,5.705882353,0.764705882,0.117647059,63.29411765,32.17647059,0.464705882,0.058823529,1.117647059,0.411764706,0.161764706,71.05882353,39.58823529,4,5,5,2.941176471,3.411764706,2.470588235,28.76470588,8.823529412,3.176470588,2.705882353,27.11764706,8.823529412,0.176470588,3.235294118,2.235294118,0.647058824,0,35.35294118,14,0.371176471,0.294117647,2.647058824,0.882352941,0.227647059,41.70588235,19.58823529,29,384.2352941,0,0,0,2,10,0,0,12,"Orthodox",187.96,193.04,205,35,0.394822006531247,0.842465753477294,0.576923076587771,0.693251533709059,0.275862069076694,0.14814814806653,0.730483271378695,0.414758269737162,0.158921933087411,0.725146198782155,0.110594795533894,0.815126050428571,0.394822006531247,0.842465753477294,0.576923076587771,0.693251533709059,0.275862069076694,0.14814814806653,63.29411765,0.730483271378695,0.414758269737162,0.158921933087411,0.725146198782155,0.110594795533894,0.815126050428571,"/fighter/Thiago-Santos-90021"
"Thiago Silva",2019-05-11,1,0,0,6.857142857,5,10.14285714,5.714285714,21,7.857142857,6.857142857,4.714285714,28.42857143,11.57142857,0.285714286,2.714285714,1.714285714,0.714285714,0,38,18.28571429,0.581428571,0.285714286,1.285714286,0.285714286,0.214285714,48.57142857,28.42857143,4,2,3.285714286,2.571428571,6.857142857,3.857142857,28.71428571,6.857142857,3.571428571,2.428571429,33.57142857,8.571428571,0.428571429,2.285714286,2,0.714285714,0,39.14285714,13.14285714,0.384285714,0.142857143,3.428571429,1.857142857,0.451428571,44.28571429,17.71428571,10,324.5714286,0,0,0,0,5,0,0,5,"Orthodox",187.96,187.96,205,28,0.374149659857143,0.56338028182067,0.687499999972656,0.761194029820079,0.437500000009115,0.3199999997984,0.748120300769786,0.407035175808692,0.180451127811041,0.729166666681858,0.0714285714191729,0.63157894732964,0.374149659857143,0.56338028182067,0.687499999972656,0.761194029820079,0.437500000009115,0.3199999997984,38.000000001,0.748120300769786,0.407035175808692,0.180451127811041,0.729166666681858,0.0714285714191729,0.63157894732964,"/fighter/Thiago-Silva-14396"
"Thiago Tavares",2019-03-30,1,0,0,4.666666667,4.333333333,2.333333333,1.333333333,9.333333333,3,10.66666667,8.333333333,16.66666667,8,0,1,0.333333333,6.333333333,1,22.33333333,12.66666667,0.546666667,2.666666667,6.333333333,3.333333333,0.533333333,96,81,2,1,3,1.333333333,7.333333333,6,18,4.333333333,8,3.333333333,23,6,0,7.333333333,6.333333333,1.333333333,1.666666667,33.33333333,13.66666667,0.276666667,1.333333333,2.666666667,1,0.276666667,82.66666667,59,8,756.3333333,0,0,0,1,0,1,0,2,"Orthodox",170.18,172.72,145,23,0.321428571440051,0.571428571367347,0.781249999724609,0.759259259277778,0.181818181780992,0.583333333375,0.74626865674315,0.479999999904,0.208955223861216,0.928571428433673,0.0447761193956338,0.333333333,0.321428571440051,0.571428571367347,0.781249999724609,0.759259259277778,0.181818181780992,0.583333333375,22.333333337,0.74626865674315,0.479999999904,0.208955223861216,0.928571428433673,0.0447761193956338,0.333333333,"/fighter/Thiago-Tavares-4647"
"Thibault Gouti",2017-11-11,2,0,0,2.5,1.5,4.5,2,24.5,7,6,5.5,31.5,12,0,1,1,0.5,0.5,35,14.5,0.21,0,0,0,0,53,31.5,0,2,3,3,1.5,0.5,20,12,14.5,12.5,33,22,0.5,0,0,3,0,36,25,0.63,1,4,1.5,0.185,53,40,4,386,0,0,0,0,0,0,0,0,"Orthodox",177.8,182.88,155,29,0.285714285714286,0.444444444444444,0.916666666666667,0.4,0.666666666666667,0.137931034482759,0.9,0.380952380952381,0.0714285714285714,0.6,0.0285714285714286,1,0.285714285714286,0.444444444444444,0.916666666666667,0.4,0.666666666666667,0.137931034482759,35,0.9,0.380952380952381,0.0714285714285714,0.6,0.0285714285714286,1,NA
"Thomas Almeida",2017-02-19,1,0,0,10,8,10.2,6.4,74.2,35.4,0,0,68,28.4,0.4,6.4,5.4,0,0,84.4,41.8,0.454,0,0,0,0,85.4,42.8,4,1,6,2.6,3.2,2.2,84,28.4,0.6,0.4,77,25.2,0.4,4.8,3.2,0.2,0,87.8,31,0.356,0,3.6,0.6,0.236,89.2,32,8,384.8,0,0,0,1,3,0,0,4,"Southpaw",170.18,177.8,135,25,0.477088948787062,0.627450980392157,0,0.661904761904762,0.3125,0.333333333333333,0.805687203791469,0.417647058823529,0.118483412322275,0.8,0.0758293838862559,0.84375,0.477088948787062,0.627450980392157,0,0.661904761904762,0.3125,0.333333333333333,84.4,0.805687203791469,0.417647058823529,0.118483412322275,0.8,0.0758293838862559,0.84375,"/fighter/Thomas-Almeida-87865"
"Tiago Trator",2017-03-04,1,0,0,11.5,5,19,13,68,21.5,0.5,0,53,10.5,0,23,19,0,0,87.5,34.5,0.48,0,1,0,0,106,50,1,1,9.5,8.5,4.5,2.5,40.5,15,6.5,5.5,37.5,12,0.5,4.5,2.5,0.5,0,51.5,23,0.47,0,1.5,1,0.5,58.5,30,4,539.5,0,0,0,1,0,0,0,1,"Orthodox",175.26,177.8,145,28,0.316176470588235,0.684210526315789,0,0.62962962962963,0.444444444444444,0.153846153846154,0.605714285714286,0.19811320754717,0.131428571428571,0.434782608695652,0.262857142857143,0.826086956521739,0.316176470588235,0.684210526315789,0,0.62962962962963,0.444444444444444,0.153846153846154,87.5,0.605714285714286,0.19811320754717,0.131428571428571,0.434782608695652,0.262857142857143,0.826086956521739,NA
"Tiki Ghosn",2019-03-16,1,0,0,16,10,16,9,47,15,0,0,45,12,0,2,2,0,0,63,24,0.38,0,0,0,0,65,26,0,1,11,7,12,7,34,15,1,0,30,12,0,6,3,3,0,47,22,0.46,2,5,1,0.2,78,53,2,389,0,0,0,0,0,0,0,0,"Orthodox",177.8,182.114440518473,170,24,0.319148936170213,0.5625,0,0.558823529411765,0.416666666666667,1,0.714285714285714,0.266666666666667,0.253968253968254,0.625,0.0317460317460317,1,0.319148936170213,0.5625,0,0.558823529411765,0.416666666666667,1,63,0.714285714285714,0.266666666666667,0.253968253968254,0.625,0.0317460317460317,1,"/fighter/Tiki-Ghosn-88"
"Tim Boetsch",2017-12-30,2,0,0,12.66666667,8.833333333,13.33333333,9.666666667,43.58333333,18.33333333,4.416666667,3.333333333,42,17,0.25,6.666666667,5.5,0.916666667,0.166666667,61.33333333,31.33333333,0.510833333,0.666666667,4.166666667,1.5,0.228333333,82.5,50.25,4,5,10.5,8,9.416666667,6.166666667,44,12.16666667,15.58333333,10.25,52.41666667,16.08333333,0,6.083333333,4.5,1.083333333,0,69,28.58333333,0.396666667,0.416666667,2.75,1.333333333,0.360833333,98,54.66666667,30,671.6666667,0,0,1,3,3,0,0,7,"Orthodox",182.88,187.96,185,32,0.420650095557985,0.72500000020625,0.754716980999644,0.723484848409091,0.345132743350615,0.342245989164117,0.684782608654714,0.404761904761905,0.206521739172436,0.697368420842798,0.10869565217285,0.82499999995875,0.420650095557985,0.72500000020625,0.754716980999644,0.723484848409091,0.345132743350615,0.342245989164117,61.333333337,0.684782608654714,0.404761904761905,0.206521739172436,0.697368420842798,0.10869565217285,0.82499999995875,"/fighter/Tim-Boetsch-19544"
"Tim Credeur",2018-07-28,0,2,0,7.5,5,4,3,91,30.5,4.5,2,90.5,29,0.5,1.5,1.5,1,0,99.5,35.5,0.33,0,0.5,0.5,0.5,104,39.5,2,0,10.5,7,1,0.5,41,15,0,0,24,4,0,7.5,4.5,0,0,42,15.5,0.335,0,1.5,0,0,43.5,17,3,357,0,0,0,0,2,0,0,2,"Orthodox",190.5,190.5,185,31,0.335164835164835,0.75,0.444444444444444,0.634146341463415,0.5,0,0.909547738693467,0.320441988950276,0.0753768844221105,0.666666666666667,0.0150753768844221,1,0.335164835164835,0.75,0.444444444444444,0.634146341463415,0.5,0,99.5,0.909547738693467,0.320441988950276,0.0753768844221105,0.666666666666667,0.0150753768844221,1,"/fighter/Tim-Credeur-1804"
"Tim Elliott",2016-01-02,0,2,0,23.66666667,14.66666667,16.33333333,12,111.6666667,42.66666667,36.66666667,22.33333333,133,55.33333333,0.333333333,8,7,5,0,164.6666667,77,0.483333333,2,8.333333333,4.333333333,0.5,289.6666667,180,2,1,13,9.333333333,7,3.666666667,127.3333333,43.66666667,1.666666667,0.666666667,114.3333333,31.33333333,0,8.666666667,7.333333333,0.333333333,0.333333333,136,48,0.353333333,0,1.666666667,0.666666667,0.166666667,146.6666667,56.66666667,9,900,0,0,0,2,0,0,0,2,"Southpaw",170.18,167.64,135,26,0.3820895521546,0.734693877700958,0.609090908944628,0.657068062711274,0.476190476142857,0.59999999988,0.807692307675958,0.416040100225564,0.143724696373609,0.619718309912716,0.0485829959504335,0.875,0.3820895521546,0.734693877700958,0.609090908944628,0.657068062711274,0.476190476142857,0.59999999988,164.66666667,0.807692307675958,0.416040100225564,0.143724696373609,0.619718309912716,0.0485829959504335,0.875,"/fighter/Tim-Elliott-49213"
"Tim Gorman",2017-04-08,1,0,0,1,1,13,7,53,8,3,0,64,12,0,4,2,1,0,69,15,0.21,0,10,0,0,106,50,0,1,20,19,14,11,72,27,12,9,70,22,0,8,6,0,0,98,47,0.47,5,3,2,0.66,144,93,3,900,0,0,0,0,0,0,0,0,"Southpaw",165.1,172.72,135,31,0.150943396226415,0.538461538461538,0,0.625,0.214285714285714,0.25,0.927536231884058,0.1875,0.0144927536231884,1,0.0579710144927536,0.5,0.150943396226415,0.538461538461538,0,0.625,0.214285714285714,0.25,69,0.927536231884058,0.1875,0.0144927536231884,1,0.0579710144927536,0.5,"/fighter/Tim-Gorman-17717"
"Tim Hague",2016-03-05,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0.5,0,3,0,0,0.5,0.5,0.5,0.5,4.5,1,1,1,0,0,0,0,6,2,2,1.5,8,3.5,0.5,0,0,0,0,8,3.5,0.535,0,0,0,0,8.5,4,2,54.5,0,0,0,0,0,1,0,1,"Orthodox",193.04,193.04,260,26,0,0,0,0.666666666666667,0,0.25,1,0,0,0,0,0,0,0,0,0.666666666666667,0,0.25,3,1,0,0,0,0,0,"/fighter/Tim-Hague-19599"
"Tim Johnson",2018-07-06,0,1,0,6,1,12,8,29,3,18,11,44,14,0,9,7,2,0,59,22,0.37,0,2,1,0.5,72,33,1,0,1,0,3,0,22,9,0,0,19,5,0,5,4,0,0,25,9,0.36,0,1,0,0,27,11,1,297,0,0,0,0,1,0,0,1,"Southpaw",190.5,195.58,265,30,0.103448275862069,0.666666666666667,0.611111111111111,0.590909090909091,1,0,0.745762711864407,0.318181818181818,0.101694915254237,0.166666666666667,0.152542372881356,0.777777777777778,0.103448275862069,0.666666666666667,0.611111111111111,0.590909090909091,1,0,59,0.745762711864407,0.318181818181818,0.101694915254237,0.166666666666667,0.152542372881356,0.777777777777778,NA
"Tim Kennedy",2018-04-21,0,2,0,7.5,5.5,10,9,41,17,10.5,7.5,36.5,14,0.5,17.5,14,0.5,0.5,61.5,33.5,0.495,0,2,1,0.25,88,57,2,0,5.5,2.5,3,3,28.5,9,0.5,0.5,21.5,6.5,0,5,3.5,0.5,0,32,12.5,0.39,0,2.5,1,0.25,33,13.5,4,590,0,0,0,1,1,0,0,2,"Orthodox",180.34,187.96,185,34,0.414634146341463,0.9,0.714285714285714,0.684210526315789,0,0,0.59349593495935,0.383561643835616,0.121951219512195,0.733333333333333,0.284552845528455,0.8,0.414634146341463,0.9,0.714285714285714,0.684210526315789,0,0,61.5,0.59349593495935,0.383561643835616,0.121951219512195,0.733333333333333,0.284552845528455,0.8,"/fighter/Tim-Kennedy-2830"
"Tim Lajcik",2014-12-12,1,0,0,2,2,2,1,6,0,23,11,29,10,0,0,0,4,0,31,12,0.38,0,0,0,0,71,43,0,1,2,2,0,0,7,4,7,7,7,7,0,5,2,1,1,14,11,0.78,3,3,0,0,77,73,2,600,0,0,0,0,0,0,0,0,"Orthodox",185.42,189.919345112121,225,34,0,0.5,0.478260869565217,0.428571428571429,0,0,0.935483870967742,0.344827586206897,0.0645161290322581,1,0,0,0,0.5,0.478260869565217,0.428571428571429,0,0,31,0.935483870967742,0.344827586206897,0.0645161290322581,1,0,0,"/fighter/Tim-Lajcik-223"
